base	size	type	protect	module	diff_pages	diff_bytes	diff_ratio	first_diff	entropy	file_off	file_on
0x00000289ae8c6000	0x71000	PRIVATE	READWRITE		6	36	0.00007778	0x00000289ae8f7000	3.589	region_1579_0x00000289ae8c6000_0x71000_PRIVATE_READWRITE.bin	region_1573_0x00000289ae8c6000_0x71000_PRIVATE_READWRITE.bin
0x00000289960a0000	0x40000	PRIVATE	READWRITE		3	21	0.00008011	0x00000289960d6000	7.876	region_0630_0x00000289960a0000_0x40000_PRIVATE_READWRITE.bin	region_0624_0x00000289960a0000_0x40000_PRIVATE_READWRITE.bin
0x00007ff9141e3000	0x3000	IMAGE	READWRITE	textinputframework.dll	1	1	0.00008138	0x00007ff9141e5000	3.062	region_7368_0x00007ff9141e3000_0x3000_IMAGE_READWRITE.bin	region_7359_0x00007ff9141e3000_0x3000_IMAGE_READWRITE.bin
0x00000289e77c0000	0x30000	PRIVATE	READWRITE		1	16	0.00008138	0x00000289e77e7000	3.591	region_6337_0x00000289e77c0000_0x30000_PRIVATE_READWRITE.bin	region_6345_0x00000289e77c0000_0x30000_PRIVATE_READWRITE.bin
0x00000289ff5e0000	0x10000	PRIVATE	READWRITE		1	6	0.00009155	0x00000289ff5e0000	0.108	region_6826_0x00000289ff5e0000_0x10000_PRIVATE_READWRITE.bin	region_6836_0x00000289ff5e0000_0x10000_PRIVATE_READWRITE.bin
0x00000289ff700000	0x10000	PRIVATE	READWRITE		1	6	0.00009155	0x00000289ff70f000	2.414	region_6839_0x00000289ff700000_0x10000_PRIVATE_READWRITE.bin	region_6849_0x00000289ff700000_0x10000_PRIVATE_READWRITE.bin
0x00000289da360000	0x20000	PRIVATE	READWRITE		1	12	0.00009155	0x00000289da370000	2.806	region_6071_0x00000289da360000_0x20000_PRIVATE_READWRITE.bin	region_6079_0x00000289da360000_0x20000_PRIVATE_READWRITE.bin
0x00000289dd320000	0x40000	PRIVATE	READWRITE		3	24	0.00009155	0x00000289dd32a000	2.032	region_6115_0x00000289dd320000_0x40000_PRIVATE_READWRITE.bin	region_6123_0x00000289dd320000_0x40000_PRIVATE_READWRITE.bin
0x000000af49b2b000	0x5000	PRIVATE	READWRITE		1	2	0.00009766	0x000000af49b2f000	2.066	region_0151_0x000000af49b2b000_0x5000_PRIVATE_READWRITE.bin	region_0139_0x000000af49b2b000_0x5000_PRIVATE_READWRITE.bin
0x000002898e460000	0x5000	PRIVATE	READWRITE		1	2	0.00009766	0x000002898e460000	1.702	region_0593_0x000002898e460000_0x5000_PRIVATE_READWRITE.bin	region_0581_0x000002898e460000_0x5000_PRIVATE_READWRITE.bin
0x00000289ff620000	0x20000	PRIVATE	READWRITE		2	13	0.00009918	0x00000289ff622000	1.671	region_6830_0x00000289ff620000_0x20000_PRIVATE_READWRITE.bin	region_6840_0x00000289ff620000_0x20000_PRIVATE_READWRITE.bin
0x000002898ec60000	0x51000	PRIVATE	READWRITE		1	33	0.00009946	0x000002898ec61000	2.276	region_0594_0x000002898ec60000_0x51000_PRIVATE_READWRITE.bin	region_0582_0x000002898ec60000_0x51000_PRIVATE_READWRITE.bin
0x00000289d8190000	0x40000	PRIVATE	READWRITE		1	27	0.00010300	0x00000289d81b5000	6.056	region_6054_0x00000289d8190000_0x40000_PRIVATE_READWRITE.bin	region_6062_0x00000289d8190000_0x40000_PRIVATE_READWRITE.bin
0x00000289ccc10000	0x10000	PRIVATE	READWRITE		1	7	0.00010681	0x00000289ccc1e000	5.043	region_3765_0x00000289ccc10000_0x10000_PRIVATE_READWRITE.bin	region_3773_0x00000289ccc10000_0x10000_PRIVATE_READWRITE.bin
0x00000289e2e70000	0x10000	PRIVATE	READWRITE		2	7	0.00010681	0x00000289e2e72000	2.843	region_6260_0x00000289e2e70000_0x10000_PRIVATE_READWRITE.bin	region_6268_0x00000289e2e70000_0x10000_PRIVATE_READWRITE.bin
0x000000af43617000	0x9000	PRIVATE	READWRITE		2	4	0.00010851	0x000000af43618000	0.286	region_0029_0x000000af43617000_0x9000_PRIVATE_READWRITE.bin	region_0017_0x000000af43617000_0x9000_PRIVATE_READWRITE.bin
0x0000028988940000	0xf000	PRIVATE	READWRITE		5	7	0.00011393	0x0000028988940000	2.340	region_0249_0x0000028988940000_0xf000_PRIVATE_READWRITE.bin	region_0237_0x0000028988940000_0xf000_PRIVATE_READWRITE.bin
0x000000af43642000	0x2000	PRIVATE	READWRITE		1	1	0.00012207	0x000000af43642000	0.303	region_0033_0x000000af43642000_0x2000_PRIVATE_READWRITE.bin	region_0021_0x000000af43642000_0x2000_PRIVATE_READWRITE.bin
0x000000af4370e000	0x2000	PRIVATE	READWRITE		1	1	0.00012207	0x000000af4370f000	0.237	region_0038_0x000000af4370e000_0x2000_PRIVATE_READWRITE.bin	region_0026_0x000000af4370e000_0x2000_PRIVATE_READWRITE.bin
0x00007ff779cdb000	0x2000	IMAGE	READWRITE	SC2_x64.exe	1	1	0.00012207	0x00007ff779cdc000	3.240	region_7292_0x00007ff779cdb000_0x2000_IMAGE_READWRITE.bin	region_7302_0x00007ff779cdb000_0x2000_IMAGE_READWRITE.bin
0x00000289f4140000	0x10000	PRIVATE	READWRITE		2	8	0.00012207	0x00000289f4148000	2.617	region_6729_0x00000289f4140000_0x10000_PRIVATE_READWRITE.bin	region_6737_0x00000289f4140000_0x10000_PRIVATE_READWRITE.bin
0x00000289f8320000	0x20000	PRIVATE	READWRITE		1	16	0.00012207	0x00000289f8324000	1.316	region_6752_0x00000289f8320000_0x20000_PRIVATE_READWRITE.bin	region_6760_0x00000289f8320000_0x20000_PRIVATE_READWRITE.bin
0x00000289ff4c0000	0x20000	PRIVATE	READWRITE		1	16	0.00012207	0x00000289ff4c6000	0.613	region_6819_0x00000289ff4c0000_0x20000_PRIVATE_READWRITE.bin	region_6829_0x00000289ff4c0000_0x20000_PRIVATE_READWRITE.bin
0x00000289ae549000	0x30000	PRIVATE	READWRITE		4	25	0.00012716	0x00000289ae56b000	4.393	region_1572_0x00000289ae549000_0x30000_PRIVATE_READWRITE.bin	region_1566_0x00000289ae549000_0x30000_PRIVATE_READWRITE.bin
0x00000289ae7f6000	0xcf000	PRIVATE	READWRITE		6	109	0.00012856	0x00000289ae838000	3.020	region_1578_0x00000289ae7f6000_0xcf000_PRIVATE_READWRITE.bin	region_1572_0x00000289ae7f6000_0xcf000_PRIVATE_READWRITE.bin
0x000002898adb0000	0x20000	PRIVATE	READWRITE		1	18	0.00013733	0x000002898adc1000	0.286	region_0267_0x000002898adb0000_0x20000_PRIVATE_READWRITE.bin	region_0255_0x000002898adb0000_0x20000_PRIVATE_READWRITE.bin
0x00000289f61a0000	0x40000	PRIVATE	READWRITE		3	36	0.00013733	0x00000289f61b5000	3.379	region_6736_0x00000289f61a0000_0x40000_PRIVATE_READWRITE.bin	region_6744_0x00000289f61a0000_0x40000_PRIVATE_READWRITE.bin
0x00000289987c0000	0x40000	PRIVATE	READWRITE		4	39	0.00014877	0x00000289987d2000	0.922	region_0655_0x00000289987c0000_0x40000_PRIVATE_READWRITE.bin	region_0649_0x00000289987c0000_0x40000_PRIVATE_READWRITE.bin
0x00000289ccaa0000	0x10000	PRIVATE	READWRITE		2	10	0.00015259	0x00000289ccaac000	4.560	region_3745_0x00000289ccaa0000_0x10000_PRIVATE_READWRITE.bin	region_3753_0x00000289ccaa0000_0x10000_PRIVATE_READWRITE.bin
0x00000289da400000	0x30000	PRIVATE	READWRITE		2	30	0.00015259	0x00000289da429000	4.411	region_6077_0x00000289da400000_0x30000_PRIVATE_READWRITE.bin	region_6085_0x00000289da400000_0x30000_PRIVATE_READWRITE.bin
0x000002898b630000	0x1be000	PRIVATE	READWRITE		19	294	0.00016094	0x000002898b64c000	2.759	region_0272_0x000002898b630000_0x1be000_PRIVATE_READWRITE.bin	region_0260_0x000002898b630000_0x1be000_PRIVATE_READWRITE.bin
0x000000af4453d000	0x3000	PRIVATE	READWRITE		1	2	0.00016276	0x000000af4453f000	1.431	region_0051_0x000000af4453d000_0x3000_PRIVATE_READWRITE.bin	region_0039_0x000000af4453d000_0x3000_PRIVATE_READWRITE.bin
0x000002898bb10000	0x40000	PRIVATE	READWRITE		2	43	0.00016403	0x000002898bb44000	-0.000	region_0277_0x000002898bb10000_0x40000_PRIVATE_READWRITE.bin	region_0265_0x000002898bb10000_0x40000_PRIVATE_READWRITE.bin
0x00000289df700000	0x10000	PRIVATE	READWRITE		2	11	0.00016785	0x00000289df709000	2.651	region_6158_0x00000289df700000_0x10000_PRIVATE_READWRITE.bin	region_6166_0x00000289df700000_0x10000_PRIVATE_READWRITE.bin
0x0000028982080000	0x40000	PRIVATE	READWRITE		4	45	0.00017166	0x00000289820a3000	0.119	region_0180_0x0000028982080000_0x40000_PRIVATE_READWRITE.bin	region_0168_0x0000028982080000_0x40000_PRIVATE_READWRITE.bin
0x0000028998ed0000	0x10000	PRIVATE	READWRITE		1	12	0.00018311	0x0000028998ed9000	4.370	region_0762_0x0000028998ed0000_0x10000_PRIVATE_READWRITE.bin	region_0756_0x0000028998ed0000_0x10000_PRIVATE_READWRITE.bin
0x00000289ffa20000	0x10000	PRIVATE	READWRITE		1	12	0.00018311	0x00000289ffa2f000	1.866	region_6868_0x00000289ffa20000_0x10000_PRIVATE_READWRITE.bin	region_6878_0x00000289ffa20000_0x10000_PRIVATE_READWRITE.bin
0x00000289ea7c0000	0x20000	PRIVATE	READWRITE		1	24	0.00018311	0x00000289ea7c3000	1.290	region_6350_0x00000289ea7c0000_0x20000_PRIVATE_READWRITE.bin	region_6358_0x00000289ea7c0000_0x20000_PRIVATE_READWRITE.bin
0x00000289adf75000	0x70000	PRIVATE	READWRITE		15	86	0.00018747	0x00000289adfa6000	1.300	region_1559_0x00000289adf75000_0x70000_PRIVATE_READWRITE.bin	region_1553_0x00000289adf75000_0x70000_PRIVATE_READWRITE.bin
0x00000289f8580000	0x10000	PRIVATE	READWRITE		1	13	0.00019836	0x00000289f8583000	1.760	region_6782_0x00000289f8580000_0x10000_PRIVATE_READWRITE.bin	region_6790_0x00000289f8580000_0x10000_PRIVATE_READWRITE.bin
0x00000289b07b0000	0x20000	PRIVATE	READWRITE		1	26	0.00019836	0x00000289b07cf000	5.631	region_1658_0x00000289b07b0000_0x20000_PRIVATE_READWRITE.bin	region_1652_0x00000289b07b0000_0x20000_PRIVATE_READWRITE.bin
0x000002899cac0000	0x155000	PRIVATE	READWRITE		6	279	0.00019975	0x000002899cb7c000	1.762	region_1518_0x000002899cac0000_0x155000_PRIVATE_READWRITE.bin	region_1511_0x000002899cac0000_0x155000_PRIVATE_READWRITE.bin
0x00007ff4167e0000	0x60000	PRIVATE	READWRITE		8	80	0.00020345	0x00007ff4167e5000	2.219	region_7074_0x00007ff4167e0000_0x60000_PRIVATE_READWRITE.bin	region_7084_0x00007ff4167e0000_0x60000_PRIVATE_READWRITE.bin
0x00000289f8660000	0x10000	PRIVATE	READWRITE		2	14	0.00021362	0x00000289f8669000	1.834	region_6795_0x00000289f8660000_0x10000_PRIVATE_READWRITE.bin	region_6803_0x00000289f8660000_0x10000_PRIVATE_READWRITE.bin
0x00000289b8400000	0x10000	PRIVATE	READWRITE		1	15	0.00022888	0x00000289b840d000	3.097	region_3384_0x00000289b8400000_0x10000_PRIVATE_READWRITE.bin	region_3378_0x00000289b8400000_0x10000_PRIVATE_READWRITE.bin
0x00000289b8a20000	0x10000	PRIVATE	READWRITE		1	15	0.00022888	0x00000289b8a2f000	3.290	region_3477_0x00000289b8a20000_0x10000_PRIVATE_READWRITE.bin	region_3471_0x00000289b8a20000_0x10000_PRIVATE_READWRITE.bin
0x00000289ff2a0000	0x10000	PRIVATE	READWRITE		1	15	0.00022888	0x00000289ff2a4000	0.293	region_6811_0x00000289ff2a0000_0x10000_PRIVATE_READWRITE.bin	region_6821_0x00000289ff2a0000_0x10000_PRIVATE_READWRITE.bin
0x00000289ff960000	0x10000	PRIVATE	READWRITE		2	15	0.00022888	0x00000289ff96a000	1.861	region_6858_0x00000289ff960000_0x10000_PRIVATE_READWRITE.bin	region_6868_0x00000289ff960000_0x10000_PRIVATE_READWRITE.bin
0x00000289e51d0000	0x30000	PRIVATE	READWRITE		1	45	0.00022888	0x00000289e51d3000	7.573	region_6292_0x00000289e51d0000_0x30000_PRIVATE_READWRITE.bin	region_6300_0x00000289e51d0000_0x30000_PRIVATE_READWRITE.bin
0x00000289e3000000	0x10000	PRIVATE	READWRITE		1	16	0.00024414	0x00000289e3006000	6.451	region_6276_0x00000289e3000000_0x10000_PRIVATE_READWRITE.bin	region_6284_0x00000289e3000000_0x10000_PRIVATE_READWRITE.bin
0x00000289ffa10000	0x10000	PRIVATE	READWRITE		1	16	0.00024414	0x00000289ffa16000	1.902	region_6867_0x00000289ffa10000_0x10000_PRIVATE_READWRITE.bin	region_6877_0x00000289ffa10000_0x10000_PRIVATE_READWRITE.bin
0x00000289f8670000	0x20000	PRIVATE	READWRITE		2	35	0.00026703	0x00000289f8687000	3.527	region_6796_0x00000289f8670000_0x20000_PRIVATE_READWRITE.bin	region_6804_0x00000289f8670000_0x20000_PRIVATE_READWRITE.bin
0x000002899d56c000	0xbb000	PRIVATE	READWRITE		5	207	0.00027025	0x000002899d5bc000	2.609	region_1531_0x000002899d56c000_0xbb000_PRIVATE_READWRITE.bin	region_1524_0x000002899d56c000_0xbb000_PRIVATE_READWRITE.bin
0x00000289e249d000	0x66000	PRIVATE	READWRITE		15	113	0.00027047	0x00000289e24b9000	1.883	region_6233_0x00000289e249d000_0x66000_PRIVATE_READWRITE.bin	region_6241_0x00000289e249d000_0x66000_PRIVATE_READWRITE.bin
0x000002898dad0000	0x10000	PRIVATE	READWRITE		1	18	0.00027466	0x000002898dad4000	5.497	region_0582_0x000002898dad0000_0x10000_PRIVATE_READWRITE.bin	region_0570_0x000002898dad0000_0x10000_PRIVATE_READWRITE.bin
0x00000289bb440000	0x20000	PRIVATE	READWRITE		1	36	0.00027466	0x00000289bb45c000	4.304	region_3618_0x00000289bb440000_0x20000_PRIVATE_READWRITE.bin	region_3614_0x00000289bb440000_0x20000_PRIVATE_READWRITE.bin
0x00000289ebaf0000	0x20000	PRIVATE	READWRITE		2	36	0.00027466	0x00000289ebafe000	2.599	region_6369_0x00000289ebaf0000_0x20000_PRIVATE_READWRITE.bin	region_6377_0x00000289ebaf0000_0x20000_PRIVATE_READWRITE.bin
0x00000289f4120000	0x20000	PRIVATE	READWRITE		1	36	0.00027466	0x00000289f4130000	1.239	region_6728_0x00000289f4120000_0x20000_PRIVATE_READWRITE.bin	region_6736_0x00000289f4120000_0x20000_PRIVATE_READWRITE.bin
0x00000289ff7a0000	0x20000	PRIVATE	READWRITE		1	36	0.00027466	0x00000289ff7af000	2.077	region_6846_0x00000289ff7a0000_0x20000_PRIVATE_READWRITE.bin	region_6856_0x00000289ff7a0000_0x20000_PRIVATE_READWRITE.bin
0x00000289e268b000	0xaf000	PRIVATE	READWRITE		4	215	0.00029994	0x00000289e26aa000	3.107	region_6237_0x00000289e268b000_0xaf000_PRIVATE_READWRITE.bin	region_6245_0x00000289e268b000_0xaf000_PRIVATE_READWRITE.bin
0x0000028999540000	0x10000	PRIVATE	READWRITE		2	20	0.00030518	0x0000028999544000	1.925	region_0848_0x0000028999540000_0x10000_PRIVATE_READWRITE.bin	region_0842_0x0000028999540000_0x10000_PRIVATE_READWRITE.bin
0x00000289aed60000	0x10000	PRIVATE	READWRITE		1	20	0.00030518	0x00000289aed6c000	4.774	region_1588_0x00000289aed60000_0x10000_PRIVATE_READWRITE.bin	region_1582_0x00000289aed60000_0x10000_PRIVATE_READWRITE.bin
0x00000289f84d0000	0x10000	PRIVATE	READWRITE		1	20	0.00030518	0x00000289f84d9000	6.243	region_6775_0x00000289f84d0000_0x10000_PRIVATE_READWRITE.bin	region_6783_0x00000289f84d0000_0x10000_PRIVATE_READWRITE.bin
0x00000289ffcf0000	0x10000	PRIVATE	READWRITE		3	20	0.00030518	0x00000289ffcfb000	1.591	region_6902_0x00000289ffcf0000_0x10000_PRIVATE_READWRITE.bin	region_6912_0x00000289ffcf0000_0x10000_PRIVATE_READWRITE.bin
0x00000289bb270000	0x20000	PRIVATE	READWRITE		1	40	0.00030518	0x00000289bb282000	3.703	region_3597_0x00000289bb270000_0x20000_PRIVATE_READWRITE.bin	region_3593_0x00000289bb270000_0x20000_PRIVATE_READWRITE.bin
0x00007ff41c960000	0x50000	PRIVATE	READWRITE		7	100	0.00030518	0x00007ff41c9a2000	3.466	region_7182_0x00007ff41c960000_0x50000_PRIVATE_READWRITE.bin	region_7192_0x00007ff41c960000_0x50000_PRIVATE_READWRITE.bin
0x00000289aec52000	0xf0000	PRIVATE	READWRITE		14	300	0.00030518	0x00000289aec52000	2.821	region_1586_0x00000289aec52000_0xf0000_PRIVATE_READWRITE.bin	region_1580_0x00000289aec52000_0xf0000_PRIVATE_READWRITE.bin
0x00000289ea860000	0x20000	PRIVATE	READWRITE		4	41	0.00031281	0x00000289ea875000	1.824	region_6356_0x00000289ea860000_0x20000_PRIVATE_READWRITE.bin	region_6364_0x00000289ea860000_0x20000_PRIVATE_READWRITE.bin
0x00000289ffa60000	0x10000	PRIVATE	READWRITE		2	21	0.00032043	0x00000289ffa6d000	1.825	region_6872_0x00000289ffa60000_0x10000_PRIVATE_READWRITE.bin	region_6882_0x00000289ffa60000_0x10000_PRIVATE_READWRITE.bin
0x00007ff779c46000	0x3000	IMAGE	READWRITE	SC2_x64.exe	1	4	0.00032552	0x00007ff779c46000	5.352	region_7264_0x00007ff779c46000_0x3000_IMAGE_READWRITE.bin	region_7274_0x00007ff779c46000_0x3000_IMAGE_READWRITE.bin
0x00000289ffd50000	0x20000	PRIVATE	READWRITE		2	43	0.00032806	0x00000289ffd6a000	4.616	region_6906_0x00000289ffd50000_0x20000_PRIVATE_READWRITE.bin	region_6916_0x00000289ffd50000_0x20000_PRIVATE_READWRITE.bin
0x00000289c4e80000	0x40000	PRIVATE	READWRITE		6	86	0.00032806	0x00000289c4ea4000	3.152	region_3662_0x00000289c4e80000_0x40000_PRIVATE_READWRITE.bin	region_3664_0x00000289c4e80000_0x40000_PRIVATE_READWRITE.bin
0x00000289ea800000	0x10000	PRIVATE	READWRITE		1	22	0.00033569	0x00000289ea809000	1.800	region_6353_0x00000289ea800000_0x10000_PRIVATE_READWRITE.bin	region_6361_0x00000289ea800000_0x10000_PRIVATE_READWRITE.bin
0x00000289e2cc4000	0x41000	PRIVATE	READWRITE		19	90	0.00033804	0x00000289e2cc5000	0.418	region_6252_0x00000289e2cc4000_0x41000_PRIVATE_READWRITE.bin	region_6260_0x00000289e2cc4000_0x41000_PRIVATE_READWRITE.bin
0x000000af4513b000	0x5000	PRIVATE	READWRITE		1	7	0.00034180	0x000000af4513f000	0.777	region_0063_0x000000af4513b000_0x5000_PRIVATE_READWRITE.bin	region_0051_0x000000af4513b000_0x5000_PRIVATE_READWRITE.bin
0x0000028982130000	0x10000	PRIVATE	READWRITE		1	23	0.00035095	0x000002898213e000	1.151	region_0185_0x0000028982130000_0x10000_PRIVATE_READWRITE.bin	region_0173_0x0000028982130000_0x10000_PRIVATE_READWRITE.bin
0x00000289f84f0000	0x10000	PRIVATE	READWRITE		1	23	0.00035095	0x00000289f84ff000	2.690	region_6777_0x00000289f84f0000_0x10000_PRIVATE_READWRITE.bin	region_6785_0x00000289f84f0000_0x10000_PRIVATE_READWRITE.bin
0x00000289e1f2f000	0xa8000	PRIVATE	READWRITE		5	247	0.00035894	0x00000289e1f52000	1.251	region_6221_0x00000289e1f2f000_0xa8000_PRIVATE_READWRITE.bin	region_6229_0x00000289e1f2f000_0xa8000_PRIVATE_READWRITE.bin
0x00007ff9419e3000	0x2000	IMAGE	READWRITE	RPCRT4.dll	1	3	0.00036621	0x00007ff9419e4000	1.373	region_7537_0x00007ff9419e3000_0x2000_IMAGE_READWRITE.bin	region_7511_0x00007ff9419e3000_0x2000_IMAGE_READWRITE.bin
0x000000af49200000	0x10000	PRIVATE	READWRITE		1	24	0.00036621	0x000000af4920f000	0.225	region_0140_0x000000af49200000_0x10000_PRIVATE_READWRITE.bin	region_0128_0x000000af49200000_0x10000_PRIVATE_READWRITE.bin
0x00000289ff2b0000	0x20000	PRIVATE	READWRITE		1	48	0.00036621	0x00000289ff2cf000	0.101	region_6812_0x00000289ff2b0000_0x20000_PRIVATE_READWRITE.bin	region_6822_0x00000289ff2b0000_0x20000_PRIVATE_READWRITE.bin
0x00000289f8630000	0x10000	PRIVATE	READWRITE		4	25	0.00038147	0x00000289f8632000	1.813	region_6792_0x00000289f8630000_0x10000_PRIVATE_READWRITE.bin	region_6800_0x00000289f8630000_0x10000_PRIVATE_READWRITE.bin
0x0000028982050000	0x20000	PRIVATE	READWRITE		4	50	0.00038147	0x0000028982067000	0.791	region_0178_0x0000028982050000_0x20000_PRIVATE_READWRITE.bin	region_0166_0x0000028982050000_0x20000_PRIVATE_READWRITE.bin
0x00000289ffd00000	0x10000	PRIVATE	READWRITE		2	26	0.00039673	0x00000289ffd02000	2.176	region_6903_0x00000289ffd00000_0x10000_PRIVATE_READWRITE.bin	region_6913_0x00000289ffd00000_0x10000_PRIVATE_READWRITE.bin
0x000002898add0000	0x10000	PRIVATE	READWRITE		2	27	0.00041199	0x000002898add8000	1.250	region_0268_0x000002898add0000_0x10000_PRIVATE_READWRITE.bin	region_0256_0x000002898add0000_0x10000_PRIVATE_READWRITE.bin
0x00000289ae028000	0x4d000	PRIVATE	READWRITE		19	134	0.00042487	0x00000289ae045000	1.431	region_1561_0x00000289ae028000_0x4d000_PRIVATE_READWRITE.bin	region_1555_0x00000289ae028000_0x4d000_PRIVATE_READWRITE.bin
0x00000289ae59a000	0x164000	PRIVATE	READWRITE		8	630	0.00043205	0x00000289ae5ba000	1.229	region_1574_0x00000289ae59a000_0x164000_PRIVATE_READWRITE.bin	region_1568_0x00000289ae59a000_0x164000_PRIVATE_READWRITE.bin
0x000002898b530000	0xff000	PRIVATE	READWRITE		11	453	0.00043371	0x000002898b541000	4.206	region_0271_0x000002898b530000_0xff000_PRIVATE_READWRITE.bin	region_0259_0x000002898b530000_0xff000_PRIVATE_READWRITE.bin
0x00007ff94260c000	0x9000	IMAGE	READWRITE	ntdll.dll	2	16	0.00043403	0x00007ff94260d000	1.362	region_7546_0x00007ff94260c000_0x9000_IMAGE_READWRITE.bin	region_7520_0x00007ff94260c000_0x9000_IMAGE_READWRITE.bin
0x00000289e3070000	0x20000	PRIVATE	READWRITE		1	57	0.00043488	0x00000289e3079000	3.161	region_6280_0x00000289e3070000_0x20000_PRIVATE_READWRITE.bin	region_6288_0x00000289e3070000_0x20000_PRIVATE_READWRITE.bin
0x000002898d0c0000	0x40000	PRIVATE	READWRITE		1	115	0.00043869	0x000002898d0f2000	4.615	region_0455_0x000002898d0c0000_0x40000_PRIVATE_READWRITE.bin	region_0443_0x000002898d0c0000_0x40000_PRIVATE_READWRITE.bin
0x000002898ada0000	0xf000	PRIVATE	READWRITE		3	27	0.00043945	0x000002898ada0000	1.364	region_0266_0x000002898ada0000_0xf000_PRIVATE_READWRITE.bin	region_0254_0x000002898ada0000_0xf000_PRIVATE_READWRITE.bin
0x00000289ae076000	0xcf000	PRIVATE	READWRITE		21	374	0.00044110	0x00000289ae0b5000	2.254	region_1562_0x00000289ae076000_0xcf000_PRIVATE_READWRITE.bin	region_1556_0x00000289ae076000_0xcf000_PRIVATE_READWRITE.bin
0x00000289da2a0000	0x10000	PRIVATE	READWRITE		2	29	0.00044250	0x00000289da2a7000	2.339	region_6062_0x00000289da2a0000_0x10000_PRIVATE_READWRITE.bin	region_6070_0x00000289da2a0000_0x10000_PRIVATE_READWRITE.bin
0x000000af49104000	0xc000	PRIVATE	READWRITE		1	22	0.00044759	0x000000af4910f000	0.240	region_0139_0x000000af49104000_0xc000_PRIVATE_READWRITE.bin	region_0127_0x000000af49104000_0xc000_PRIVATE_READWRITE.bin
0x00000289ffd30000	0x20000	PRIVATE	READWRITE		1	59	0.00045013	0x00000289ffd4a000	1.783	region_6905_0x00000289ffd30000_0x20000_PRIVATE_READWRITE.bin	region_6915_0x00000289ffd30000_0x20000_PRIVATE_READWRITE.bin
0x00000289ff710000	0x10000	PRIVATE	READWRITE		3	30	0.00045776	0x00000289ff710000	4.500	region_6840_0x00000289ff710000_0x10000_PRIVATE_READWRITE.bin	region_6850_0x00000289ff710000_0x10000_PRIVATE_READWRITE.bin
0x00000289ff5c0000	0x20000	PRIVATE	READWRITE		5	60	0.00045776	0x00000289ff5c9000	2.169	region_6825_0x00000289ff5c0000_0x20000_PRIVATE_READWRITE.bin	region_6835_0x00000289ff5c0000_0x20000_PRIVATE_READWRITE.bin
0x000002898da50000	0x20000	PRIVATE	READWRITE		2	61	0.00046539	0x000002898da56000	2.783	region_0577_0x000002898da50000_0x20000_PRIVATE_READWRITE.bin	region_0565_0x000002898da50000_0x20000_PRIVATE_READWRITE.bin
0x0000028982480000	0x10000	PRIVATE	READWRITE		1	31	0.00047302	0x0000028982486000	1.887	region_0223_0x0000028982480000_0x10000_PRIVATE_READWRITE.bin	region_0211_0x0000028982480000_0x10000_PRIVATE_READWRITE.bin
0x00000289ffa80000	0x20000	PRIVATE	READWRITE		2	69	0.00052643	0x00000289ffa83000	0.719	region_6874_0x00000289ffa80000_0x20000_PRIVATE_READWRITE.bin	region_6884_0x00000289ffa80000_0x20000_PRIVATE_READWRITE.bin
0x00000289ff7c0000	0x10000	PRIVATE	READWRITE		1	35	0.00053406	0x00000289ff7cf000	4.523	region_6847_0x00000289ff7c0000_0x10000_PRIVATE_READWRITE.bin	region_6857_0x00000289ff7c0000_0x10000_PRIVATE_READWRITE.bin
0x00000289dd300000	0x20000	PRIVATE	READWRITE		5	72	0.00054932	0x00000289dd308000	1.572	region_6114_0x00000289dd300000_0x20000_PRIVATE_READWRITE.bin	region_6122_0x00000289dd300000_0x20000_PRIVATE_READWRITE.bin
0x000002899d460000	0x76000	PRIVATE	READWRITE		5	276	0.00057104	0x000002899d46f000	3.892	region_1528_0x000002899d460000_0x76000_PRIVATE_READWRITE.bin	region_1521_0x000002899d460000_0x76000_PRIVATE_READWRITE.bin
0x00000289e237b000	0x81000	PRIVATE	READWRITE		18	310	0.00058669	0x00000289e237b000	3.104	region_6230_0x00000289e237b000_0x81000_PRIVATE_READWRITE.bin	region_6238_0x00000289e237b000_0x81000_PRIVATE_READWRITE.bin
0x000002898dcfd000	0x37c000	PRIVATE	READWRITE		32	2148	0.00058791	0x000002898dd0a000	4.463	region_0586_0x000002898dcfd000_0x37c000_PRIVATE_READWRITE.bin	region_0574_0x000002898dcfd000_0x37c000_PRIVATE_READWRITE.bin
0x000002898cb60000	0x10000	PRIVATE	READWRITE		1	39	0.00059509	0x000002898cb6f000	1.640	region_0449_0x000002898cb60000_0x10000_PRIVATE_READWRITE.bin	region_0437_0x000002898cb60000_0x10000_PRIVATE_READWRITE.bin
0x000002898cb80000	0x10000	PRIVATE	READWRITE		1	41	0.00062561	0x000002898cb8e000	3.209	region_0451_0x000002898cb80000_0x10000_PRIVATE_READWRITE.bin	region_0439_0x000002898cb80000_0x10000_PRIVATE_READWRITE.bin
0x00000289fffc0000	0x10000	PRIVATE	READWRITE		2	41	0.00062561	0x00000289fffc1000	2.954	region_6936_0x00000289fffc0000_0x10000_PRIVATE_READWRITE.bin	region_6946_0x00000289fffc0000_0x10000_PRIVATE_READWRITE.bin
0x0000028999440000	0x30000	PRIVATE	READWRITE		5	127	0.00064596	0x0000028999454000	0.889	region_0843_0x0000028999440000_0x30000_PRIVATE_READWRITE.bin	region_0837_0x0000028999440000_0x30000_PRIVATE_READWRITE.bin
